id,location,date,avg_volume,status
676,Highway 101,2023-01-21,372.714,High
677,Highway 101,2023-01-27,561.375,High
678,Main St,2023-01-02,399.2,High
679,Airport Road,2023-02-22,358.0,High
680,Downtown,2023-01-02,407.25,High
681,Downtown,2023-06-27,225.0,Normal
682,Bridge,2023-04-20,342.5,High
683,Main St,2023-03-07,402.0,High
684,Airport Road,2023-04-30,279.0,Normal
685,Airport Road,2023-03-17,678.0,High
686,Highway 101,2023-02-18,412.5,High
687,University Blvd,2025-06-17,196.0,Normal
688,Downtown,2023-04-10,674.0,High
689,Downtown,2023-05-21,365.5,High
690,Bridge,2023-01-14,318.667,High
691,Main St,2023-01-26,489.8,High
692,Downtown,2023-02-04,304.0,High
693,Main St,2023-05-19,261.0,Normal
694,Airport Road,2023-05-01,317.0,High
695,Main St,2023-03-05,636.0,High
696,Highway 101,2023-02-17,553.667,High
697,Bridge,2023-02-16,77.0,Normal
698,Bridge,2023-01-27,416.0,High
699,Bridge,2023-04-10,597.333,High
700,Main St,2023-05-24,306.5,High
701,Airport Road,2023-01-05,425.462,High
702,Airport Road,2023-01-02,392.769,High
703,Airport Road,2023-06-29,295.0,Normal
704,Downtown,2023-03-05,667.0,High
705,Airport Road,2023-06-25,724.0,High
706,Downtown,2023-01-05,408.1,High
707,Bridge,2023-01-30,361.6,High
708,Bridge,2023-01-02,527.364,High
709,Highway 101,2023-04-28,681.0,High
710,Highway 101,2023-01-20,475.833,High
711,Downtown,2023-02-08,188.0,Normal
712,Main St,2023-04-11,202.0,Normal
713,Main St,2023-06-11,295.5,Normal
714,Main St,2023-03-21,406.5,High
715,Downtown,2023-02-13,670.0,High
716,Bridge,2023-02-02,404.5,High
717,Highway 101,2023-05-31,677.0,High
718,Bridge,2023-03-07,415.0,High
719,Downtown,2023-06-25,509.0,High
720,Downtown,2023-01-28,369.5,High
721,Airport Road,2023-05-28,110.0,Normal
722,Highway 101,2023-04-16,401.0,High
723,Airport Road,2023-04-27,697.0,High
724,Bridge,2023-06-24,159.0,Normal
725,Highway 101,2023-04-25,625.0,High
726,Airport Road,2023-02-05,564.0,High
727,Bridge,2023-03-01,606.0,High
728,Airport Road,2023-03-20,494.0,High
729,Main St,2023-01-14,391.556,High
730,Highway 101,2023-06-29,56.0,Normal
731,Main St,2023-04-15,630.0,High
732,Main St,2023-05-04,524.0,High
733,Main St,2023-03-02,607.333,High
734,Main St,2023-02-14,634.333,High
735,Bridge,2023-01-13,406.667,High
736,Highway 101,2023-06-16,403.0,High
737,Highway 101,2023-04-26,242.0,Normal
738,Downtown,2023-02-25,552.0,High
739,Main St,2023-03-26,197.25,Normal
740,Highway 101,2023-05-08,725.0,High
741,Airport Road,2023-06-10,418.0,High
742,Main St,2023-04-02,771.0,High
743,Highway 101,2023-03-05,639.0,High
744,Downtown,2023-01-01,308.625,High
745,Main St,2023-03-15,496.0,High
746,Airport Road,2023-06-17,58.0,Normal
747,Highway 101,2023-04-24,501.0,High
748,Downtown,2023-04-23,432.0,High
749,Airport Road,2023-01-06,621.143,High
750,Airport Road,2023-01-30,316.375,High
751,Highway 101,2023-02-07,494.0,High
752,Highway 101,2023-04-30,702.0,High
753,Downtown,2023-06-12,454.0,High
754,Highway 101,2023-04-02,457.5,High
755,Main St,2023-02-10,459.5,High
756,Airport Road,2023-05-31,610.5,High
757,Downtown,2023-02-03,286.0,Normal
758,Main St,2023-02-19,174.0,Normal
759,Bridge,2023-04-30,301.667,High
760,Bridge,2023-05-12,439.5,High
761,Airport Road,2023-06-21,671.0,High
762,Highway 101,2023-01-30,542.875,High
763,Airport Road,2023-01-18,495.471,High
764,Airport Road,2023-05-08,629.0,High
765,Bridge,2023-06-20,210.0,Normal
766,Downtown,2023-01-11,385.0,High
767,Main St,2023-03-17,216.5,Normal
768,Highway 101,2023-06-22,721.0,High
769,Downtown,2023-05-25,117.0,Normal
770,Airport Road,2023-02-27,223.0,Normal
771,Main St,2023-01-01,558.1,High
772,Downtown,2023-01-27,503.6,High
773,Main St,2023-01-30,495.286,High
774,Main St,2023-03-29,189.0,Normal
775,Main St,2023-06-24,425.667,High
776,Airport Road,2023-04-07,706.0,High
777,Main St,2023-03-23,745.0,High
778,Bridge,2023-01-04,366.357,High
779,Bridge,2023-01-07,511.0,High
780,Bridge,2023-01-06,397.636,High
781,Bridge,2023-04-26,555.0,High
782,Main St,2023-02-17,318.0,High
783,Bridge,2023-03-20,413.0,High
784,Bridge,2023-01-09,430.125,High
785,Highway 101,2023-05-29,178.0,Normal
786,Downtown,2023-05-16,484.0,High
787,Main St,2023-03-24,367.0,High
788,Highway 101,2023-01-24,395.857,High
789,Airport Road,2023-04-16,659.0,High
790,Bridge,2023-01-22,380.143,High
791,Main St,2023-01-29,545.778,High
792,Bridge,2023-05-20,269.5,Normal
793,Downtown,2023-01-24,401.333,High
794,Bridge,2023-01-23,502.8,High
795,Highway 101,2023-03-30,336.0,High
796,Highway 101,2023-05-30,351.667,High
797,Main St,2023-02-26,635.0,High
798,Bridge,2023-05-09,221.5,Normal
799,Highway 101,2023-01-19,478.0,High
800,Main St,2023-05-20,430.5,High
801,Downtown,2023-05-09,59.0,Normal
802,Downtown,2023-04-04,232.75,Normal
803,Bridge,2023-04-02,775.0,High
804,Airport Road,2023-01-31,719.0,High
805,Main St,2023-02-11,694.0,High
806,Downtown,2023-04-22,562.0,High
807,Main St,2023-03-01,249.0,Normal
808,Bridge,2023-04-15,461.0,High
809,Downtown,2023-06-22,508.0,High
810,Highway 101,2023-01-04,429.0,High
811,Bridge,2023-01-08,431.667,High
812,Highway 101,2023-05-26,524.0,High
813,Highway 101,2023-04-07,81.0,Normal
814,Airport Road,2023-03-29,154.0,Normal
815,Downtown,2023-04-25,780.0,High
816,Main St,2023-02-06,757.0,High
817,Airport Road,2023-05-19,327.0,High
818,Bridge,2023-05-03,585.0,High
819,Bridge,2023-03-18,427.5,High
820,Downtown,2023-04-06,60.0,Normal
821,Airport Road,2023-02-20,429.333,High
822,Highway 101,2023-06-26,666.0,High
823,Airport Road,2023-01-25,397.111,High
824,Downtown,2023-01-25,489.333,High
825,Airport Road,2023-03-22,425.0,High
826,Airport Road,2023-02-13,711.0,High
827,Bridge,2023-06-18,80.0,Normal
828,Bridge,2023-04-29,86.0,Normal
829,Downtown,2023-01-12,503.4,High
830,Airport Road,2023-04-17,539.5,High
831,Downtown,2023-04-29,394.5,High
832,Main St,2023-01-10,470.0,High
833,Downtown,2023-04-11,580.0,High
834,Bridge,2023-02-08,717.0,High
835,Bridge,2023-02-27,288.0,Normal
836,Downtown,2023-04-16,186.0,Normal
837,Main St,2023-05-11,486.0,High
838,Downtown,2023-01-07,468.286,High
839,Highway 101,2023-04-18,735.0,High
840,Main St,2023-06-25,219.0,Normal
841,Highway 101,2023-05-02,726.0,High
842,Highway 101,2023-01-11,352.2,High
843,Bridge,2023-01-25,428.5,High
844,Airport Road,2023-02-14,406.75,High
845,Downtown,2023-01-22,239.143,Normal
846,Airport Road,2023-04-13,81.0,Normal
847,Bridge,2023-02-23,462.75,High
848,Bridge,2023-01-18,493.077,High
849,Airport Road,2023-02-18,179.667,Normal
850,Bridge,2023-02-04,456.5,High
851,Downtown,2023-06-06,713.0,High
852,Main St,2023-06-16,562.0,High
853,Main St,2023-03-14,608.0,High
854,Highway 101,2023-01-25,462.714,High
855,Bridge,2023-04-03,604.0,High
856,Airport Road,2023-05-29,490.0,High
857,Bridge,2023-01-01,396.34,High
858,Airport Road,2023-02-19,299.333,Normal
859,Bridge,2023-02-19,189.667,Normal
860,Main St,2023-05-10,402.0,High
861,Bridge,2023-05-04,555.0,High
862,Bridge,2023-03-28,141.0,Normal
863,Airport Road,2023-02-08,445.5,High
864,Highway 101,2023-01-26,370.667,High
865,Downtown,2023-05-28,366.0,High
866,Downtown,2023-03-25,776.0,High
867,Downtown,2023-04-13,277.0,Normal
868,Highway 101,2023-03-11,243.0,Normal
869,Main St,2023-01-05,546.143,High
870,Downtown,2023-01-10,348.111,High
871,Highway 101,2023-01-15,421.636,High
872,Downtown,2023-05-07,281.0,Normal
873,Highway 101,2023-06-02,551.0,High
874,Main St,2023-04-20,150.5,Normal
875,Airport Road,2023-03-02,621.0,High
876,Airport Road,2023-01-11,310.333,High
877,Highway 101,2023-01-07,448.0,High
878,Airport Road,2023-01-19,582.25,High
879,Highway 101,2023-06-03,359.4,High
880,Highway 101,2023-04-12,358.75,High
881,Airport Road,2023-02-24,296.0,Normal
882,Downtown,2023-03-23,201.0,Normal
883,Highway 101,2023-04-10,154.0,Normal
884,Bridge,2023-03-22,432.0,High
885,Bridge,2023-05-29,268.5,Normal
886,Highway 101,2023-02-27,561.0,High
887,Highway 101,2023-04-21,200.0,Normal
888,Airport Road,2023-01-07,557.333,High
889,Downtown,2023-06-17,523.0,High
890,Airport Road,2023-05-21,208.5,Normal
891,Highway 101,2023-03-19,313.0,High
892,Highway 101,2023-06-08,266.0,Normal
893,Airport Road,2025-06-18,271.248,Normal
894,Highway 101,2023-03-21,596.0,High
895,Airport Road,2023-04-08,374.333,High
896,Main St,2023-03-28,324.667,High
897,Highway 101,2023-01-06,416.333,High
898,Downtown,2023-06-05,321.667,High
899,Downtown,2023-04-03,309.0,High
900,Main St,2023-05-03,57.0,Normal
901,Highway 101,2023-04-27,505.0,High
902,Downtown,2023-01-15,347.4,High
903,Main St,2023-04-14,213.0,Normal
904,Highway 101,2023-01-22,412.778,High
905,Highway 101,2023-05-09,356.0,High
906,Downtown,2023-05-03,529.0,High
907,Downtown,2023-03-21,319.667,High
908,Downtown,2023-06-23,587.0,High
909,Highway 101,2023-06-13,577.0,High
910,Highway 101,2023-06-14,480.0,High
911,Downtown,2023-05-19,700.5,High
912,Main St,2023-01-09,544.889,High
913,Highway 101,2023-06-04,428.0,High
914,Main St,2023-04-04,284.0,Normal
915,Bridge,2023-06-25,443.5,High
916,Highway 101,2023-02-16,321.5,High
917,Downtown,2023-02-17,193.0,Normal
918,Airport Road,2023-06-08,510.0,High
919,Airport Road,2023-04-14,528.0,High
920,Downtown,2023-06-15,568.0,High
921,Bridge,2023-02-24,500.0,High
922,Highway 101,2023-06-21,105.0,Normal
923,Airport Road,2023-02-23,469.0,High
924,Highway 101,2023-06-24,109.0,Normal
925,Main St,2023-05-07,782.0,High
926,Airport Road,2023-01-15,434.0,High
927,Highway 101,2023-03-16,693.0,High
928,Bridge,2023-02-12,157.0,Normal
929,Main St,2023-04-12,731.0,High
930,Bridge,2023-01-12,405.5,High
931,Bridge,2023-01-03,359.5,High
932,Bridge,2023-06-26,210.0,Normal
933,Main St,2023-03-03,597.0,High
934,Highway 101,2023-02-03,183.0,Normal
935,Highway 101,2023-05-03,461.0,High
936,Highway 101,2023-06-01,393.0,High
937,Highway 101,2023-03-31,456.0,High
938,Bridge,2023-04-27,257.0,Normal
939,Airport Road,2023-04-24,441.333,High
940,Airport Road,2023-06-28,252.0,Normal
941,Highway 101,2023-06-28,669.0,High
942,Downtown,2023-02-22,498.0,High
943,Main St,2023-01-08,496.333,High
944,Bridge,2023-06-30,154.0,Normal
945,Main St,2023-04-22,496.0,High
946,Airport Road,2023-06-13,529.0,High
947,Bridge,2023-05-27,777.0,High
948,Highway 101,2023-03-13,599.0,High
949,Highway 101,2023-01-18,420.125,High
950,Airport Road,2023-01-17,417.286,High
951,Bridge,2023-04-04,528.0,High
952,Bridge,2023-06-10,703.0,High
953,Bridge,2023-04-08,448.5,High
954,Main St,2023-06-17,536.0,High
955,Bridge,2023-03-14,785.0,High
956,Bridge,2023-05-24,377.0,High
957,Airport Road,2023-04-22,497.5,High
958,Bridge,2023-04-17,325.5,High
959,Downtown,2023-03-15,435.5,High
960,Airport Road,2023-03-09,358.0,High
961,Airport Road,2023-06-27,668.0,High
962,Downtown,2023-03-11,725.0,High
963,Airport Road,2023-01-21,557.444,High
964,Downtown,2023-06-16,670.5,High
965,Airport Road,2023-04-05,388.0,High
966,Downtown,2023-05-22,703.5,High
967,Downtown,2023-02-12,475.5,High
968,Bridge,2023-03-27,375.0,High
969,Highway 101,2023-01-10,442.0,High
970,Airport Road,2023-01-23,394.667,High
971,Highway 101,2023-04-13,497.0,High
972,Main St,2023-01-31,582.0,High
973,Airport Road,2023-01-01,389.947,High
974,Main St,2023-01-20,488.364,High
975,Bridge,2023-01-24,360.6,High
976,Bridge,2023-03-25,521.0,High
977,Airport Road,2023-06-11,574.5,High
978,University Blvd,2025-06-18,264.873,Normal
979,Highway 101,2023-01-29,413.333,High
980,Airport Road,2023-01-03,293.455,Normal
981,Main St,2023-03-20,686.0,High
982,Highway 101,2023-01-13,405.667,High
983,Main St,2023-05-05,117.0,Normal
984,Highway 101,2023-04-22,618.0,High
985,Downtown,2023-03-27,710.5,High
986,Highway 101,2023-03-26,552.0,High
987,Main St,2023-05-16,447.0,High
988,Downtown,2023-03-07,505.5,High
989,Main St,2023-02-27,550.0,High
990,Airport Road,2023-06-14,798.0,High
991,Airport Road,2023-03-16,373.75,High
992,Main St,2023-01-24,316.364,High
993,Highway 101,2023-05-19,165.0,Normal
994,Highway 101,2023-03-20,376.0,High
995,Main St,2023-05-15,638.0,High
996,Airport Road,2023-01-26,356.5,High
997,Bridge,2023-02-20,603.0,High
998,Downtown,2023-02-26,420.0,High
999,Bridge,2023-06-23,679.0,High
1000,Downtown,2023-05-05,612.0,High
1001,Main St,2023-02-18,624.0,High
1002,Airport Road,2023-02-09,756.0,High
1003,Airport Road,2023-02-11,485.0,High
1004,Airport Road,2023-01-09,508.375,High
1005,Main St,2023-04-26,500.333,High
1006,Bridge,2023-05-10,521.0,High
1007,Downtown,2023-01-21,418.2,High
1008,Main St,2023-04-07,226.0,Normal
1009,Airport Road,2023-04-15,656.0,High
1010,Bridge,2023-03-12,633.0,High
1011,Airport Road,2023-03-24,601.5,High
1012,Main St,2023-03-12,630.0,High
1013,Downtown,2023-01-06,448.5,High
1014,Airport Road,2023-02-16,467.0,High
1015,Airport Road,2023-03-30,709.0,High
1016,Main St,2023-01-12,454.833,High
1017,Downtown,2023-02-16,718.0,High
1018,Airport Road,2023-05-07,516.5,High
1019,Downtown,2023-04-17,654.0,High
1020,Bridge,2023-05-31,466.0,High
1021,Main St,2023-01-18,375.4,High
1022,Highway 101,2023-01-17,389.0,High
1023,Airport Road,2023-06-23,458.5,High
1024,Downtown,2023-02-21,588.667,High
1025,Airport Road,2023-02-25,439.0,High
1026,Bridge,2023-03-11,439.0,High
1027,Main St,2023-01-23,390.857,High
1028,Bridge,2023-05-21,311.5,High
1029,Highway 101,2023-04-04,525.0,High
1030,Airport Road,2023-05-03,500.0,High
1031,Bridge,2023-04-19,401.5,High
1032,Bridge,2023-06-16,456.0,High
1033,Main St,2023-01-17,505.222,High
1034,Bridge,2023-03-31,445.0,High
1035,Main St,2023-02-07,627.0,High
1036,Airport Road,2023-01-22,493.833,High
1037,Main St,2023-06-22,552.0,High
1038,Downtown,2023-03-04,410.0,High
1039,Downtown,2023-04-09,353.667,High
1040,Downtown,2023-03-16,392.0,High
1041,Downtown,2023-03-03,672.5,High
1042,Highway 101,2023-02-26,147.0,Normal
1043,Airport Road,2023-01-27,450.25,High
1044,Highway 101,2023-01-01,414.862,High
1045,Main St,2023-01-21,419.933,High
1046,Downtown,2023-05-30,191.0,Normal
1047,Highway 101,2023-01-14,545.0,High
1048,Main St,2023-06-08,359.0,High
1049,Highway 101,2025-06-17,430.0,High
1050,Bridge,2023-01-20,400.222,High
1051,Main St,2023-02-16,549.0,High
1052,Downtown,2023-03-28,637.0,High
1053,Main St,2023-01-16,442.417,High
1054,Airport Road,2023-01-24,449.0,High
1055,Main St,2023-03-06,402.0,High
1056,Downtown,2023-01-30,477.375,High
1057,Main St,2023-01-06,436.4,High
1058,Main St,2023-01-04,465.5,High
1059,Airport Road,2023-04-19,628.0,High
1060,Downtown,2023-02-18,667.0,High
1061,Bridge,2023-01-19,407.273,High
1062,Downtown,2023-01-19,400.2,High
1063,Highway 101,2023-04-20,245.0,Normal
1064,Bridge,2023-05-28,678.0,High
1065,Highway 101,2023-06-25,464.0,High
1066,Bridge,2023-01-10,394.5,High
1067,Main St,2023-01-28,468.5,High
1068,Downtown,2023-04-12,451.0,High
1069,Airport Road,2023-03-31,93.0,Normal
1070,Main St,2023-06-23,357.0,High
1071,Bridge,2023-05-17,715.667,High
1072,Highway 101,2023-02-22,647.0,High
1073,Highway 101,2023-02-24,613.0,High
1074,Highway 101,2023-03-15,650.0,High
1075,Bridge,2023-02-25,236.0,Normal
1076,Downtown,2023-03-30,343.5,High
1077,Bridge,2023-04-14,573.0,High
1078,Main St,2023-04-23,220.0,Normal
1079,Downtown,2023-02-15,346.0,High
1080,Downtown,2023-05-11,569.0,High
1081,Airport Road,2023-05-13,303.0,High
1082,Downtown,2023-03-20,342.0,High
1083,Airport Road,2023-01-13,305.286,High
1084,Main St,2023-02-25,310.25,High
1085,Airport Road,2023-05-09,61.0,Normal
1086,Highway 101,2023-04-17,435.5,High
1087,Airport Road,2023-02-17,280.0,Normal
1088,Highway 101,2023-01-28,480.286,High
1089,Bridge,2023-03-21,641.5,High
1090,Highway 101,2023-03-17,487.0,High
1091,Downtown,2023-01-16,315.143,High
1092,Main St,2023-02-28,172.0,Normal
1093,Bridge,2023-05-15,75.0,Normal
1094,Airport Road,2023-01-10,487.286,High
1095,Downtown,2023-06-21,754.5,High
1096,Main St,2023-01-22,471.091,High
1097,Highway 101,2023-05-10,213.5,Normal
1098,Highway 101,2023-06-10,160.0,Normal
1099,Airport Road,2023-05-04,188.0,Normal
1100,Airport Road,2023-03-28,163.0,Normal
1101,Bridge,2023-03-30,547.0,High
1102,Bridge,2023-03-26,220.0,Normal
1103,Airport Road,2023-02-28,434.0,High
1104,Downtown,2023-01-09,586.143,High
1105,Airport Road,2023-05-24,444.333,High
1106,Highway 101,2023-02-05,617.0,High
1107,Airport Road,2023-05-15,272.0,Normal
1108,Bridge,2023-03-19,684.0,High
1109,Main St,2023-04-09,670.0,High
1110,Main St,2023-04-30,619.5,High
1111,Downtown,2023-05-06,476.0,High
1112,Downtown,2023-03-22,643.0,High
1113,Bridge,2023-01-29,492.667,High
1114,Main St,2023-05-30,407.333,High
1115,Downtown,2023-05-24,529.0,High
1116,Main St,2023-01-25,320.5,High
1117,Highway 101,2023-06-30,465.5,High
1118,Downtown,2023-06-09,92.0,Normal
1119,Highway 101,2023-01-16,390.4,High
1120,Bridge,2023-03-17,354.333,High
1121,Highway 101,2023-04-14,693.0,High
1122,Bridge,2023-05-14,170.0,Normal
1123,Airport Road,2023-04-11,405.0,High
1124,Main St,2023-02-05,420.333,High
1125,Highway 101,2023-04-05,608.667,High
1126,Main St,2023-03-27,400.0,High
1127,Downtown,2023-01-03,468.6,High
1128,Bridge,2023-01-17,491.429,High
1129,Main St,2023-06-30,580.0,High
1130,Highway 101,2023-03-06,344.0,High
1131,Airport Road,2023-05-10,210.5,Normal
1132,Downtown,2023-05-02,98.0,Normal
1133,Airport Road,2023-04-29,511.0,High
1134,Downtown,2023-01-18,279.667,Normal
1135,Highway 101,2023-03-03,445.0,High
1136,Main St,2023-05-28,656.5,High
1137,Highway 101,2023-06-17,768.0,High
1138,Main St,2023-04-19,462.5,High
1139,Airport Road,2023-02-10,484.0,High
1140,Downtown,2023-04-05,570.0,High
1141,Airport Road,2023-05-11,235.0,Normal
1142,Main St,2023-05-09,333.5,High
1143,Main St,2023-01-19,462.833,High
1144,Main St,2023-01-11,480.667,High
1145,Downtown,2023-01-08,378.0,High
1146,Bridge,2023-06-04,506.333,High
1147,Airport Road,2023-05-27,735.0,High
1148,Bridge,2023-04-09,590.5,High
1149,Airport Road,2023-02-26,319.0,High
1150,Highway 101,2023-04-09,214.5,Normal
1151,Highway 101,2023-04-11,303.0,High
1152,Bridge,2023-02-07,215.0,Normal
1153,Airport Road,2023-02-04,730.0,High
1154,Bridge,2023-05-19,540.333,High
1155,Main St,2023-06-27,592.0,High
1156,Highway 101,2023-01-23,380.333,High
1157,Highway 101,2023-05-11,654.5,High
1158,Main St,2023-06-04,786.0,High
1159,Main St,2023-04-08,361.0,High
1160,Downtown,2023-04-26,256.0,Normal
1161,Airport Road,2023-05-16,444.0,High
1162,Main St,2023-01-15,455.0,High
1163,Airport Road,2023-01-12,436.818,High
1164,Downtown,2023-03-19,379.0,High
1165,Bridge,2023-02-06,249.5,Normal
1166,Highway 101,2023-01-08,507.143,High
1167,Airport Road,2023-02-01,139.0,Normal
1168,Downtown,2023-04-15,316.0,High
1169,Main St,2023-01-13,474.333,High
1170,Bridge,2023-05-08,459.5,High
1171,Downtown,2023-05-26,454.0,High
1172,Airport Road,2023-05-20,380.0,High
1173,Downtown,2023-01-29,467.25,High
1174,Main St,2023-05-25,689.0,High
1175,Downtown,2023-01-31,366.5,High
1176,Downtown,2023-04-01,429.0,High
1177,Airport Road,2023-03-14,519.5,High
1178,Bridge,2023-03-16,238.5,Normal
1179,Downtown,2023-01-26,428.667,High
1180,Main St,2023-04-01,333.0,High
1181,Downtown,2023-03-29,433.75,High
1182,Main St,2023-02-22,316.333,High
1183,Bridge,2023-01-11,462.364,High
1184,Bridge,2023-01-28,381.8,High
1185,Downtown,2023-01-20,225.0,Normal
1186,Main St,2023-03-25,772.0,High
1187,Airport Road,2023-04-21,340.0,High
1188,Airport Road,2023-06-22,629.0,High
1189,Downtown,2023-02-02,628.0,High
1190,Airport Road,2023-05-12,733.0,High
1191,Highway 101,2023-03-12,415.5,High
1192,Airport Road,2023-04-23,243.0,Normal
1193,Airport Road,2023-01-08,255.333,Normal
1194,Main St,2023-06-10,124.0,Normal
1195,Main St,2023-02-20,416.0,High
1196,Main St,2023-03-08,125.0,Normal
1197,Bridge,2023-01-31,186.0,Normal
1198,Highway 101,2023-03-14,70.0,Normal
1199,Bridge,2023-04-18,738.0,High
1200,Airport Road,2023-06-01,328.0,High
1201,Highway 101,2023-02-20,202.0,Normal
1202,Airport Road,2023-01-29,425.0,High
1203,Bridge,2023-01-16,412.5,High
1204,Airport Road,2023-01-28,376.75,High
1205,Airport Road,2023-02-12,477.0,High
1206,Airport Road,2023-04-06,603.0,High
1207,Highway 101,2023-03-07,371.0,High
1208,Bridge,2023-06-29,726.0,High
1209,Airport Road,2023-01-04,502.0,High
1210,Bridge,2023-05-23,229.0,Normal
1211,Downtown,2023-06-07,285.5,Normal
1212,Main St,2023-04-13,324.0,High
1213,Airport Road,2023-01-20,390.889,High
1214,Highway 101,2023-01-05,285.25,Normal
1215,Highway 101,2023-03-02,290.0,Normal
1216,Bridge,2023-02-01,109.0,Normal
1217,Airport Road,2023-02-03,366.0,High
